序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1494,688799,华纳药厂,44.73,2.66,1.16,31090.0,139153493.0,4.02,45.25,43.5,43.5,43.57,1.62,2.37,24.33,2.87,5873943600.0,5873943600.0,-0.04,0.0,-4.26,-6.23
1495,600137,浪莎股份,22.75,2.66,0.59,23007.0,52143254.0,2.44,22.86,22.32,22.32,22.16,0.97,2.37,84.64,4.08,2211700127.0,2211700127.0,-0.26,-0.26,20.05,18.3
1496,002497,雅化集团,24.77,2.65,0.64,268577.0,665851486.97,3.19,25.12,24.35,24.47,24.13,0.67,2.54,64.11,2.63,28548973620.0,26220316692.0,0.0,0.0,18.4,0.08
1497,300637,扬帆新材,12.41,2.65,0.32,56724.0,70053196.0,1.82,12.43,12.21,12.21,12.09,0.62,2.42,71.29,3.98,2913249113.0,2910206355.0,0.08,0.08,5.44,6.71
1498,002693,*ST双成,7.35,2.65,0.19,30561.0,22307301.85,2.51,7.36,7.18,7.2,7.16,0.75,0.74,-905.88,7.8,3047969663.0,3020714731.0,0.14,0.14,4.11,5.6
1499,688234,天岳先进,80.88,2.65,2.09,48783.0,393561428.0,2.41,81.78,79.88,80.31,78.79,0.73,1.14,-188.09,5.45,39195947839.0,34755029239.0,0.05,0.16,-5.39,-9.0
1500,603717,天域生物,7.74,2.65,0.2,60471.0,46413141.0,2.92,7.76,7.54,7.55,7.54,0.8,2.08,-1045.57,4.34,2245731898.0,2245731898.0,-0.13,-0.13,-4.21,-1.28
1501,600148,长春一东,19.79,2.65,0.51,17479.0,34394980.0,2.18,19.84,19.42,19.42,19.28,0.66,1.24,257.05,5.9,2800610546.0,2800610546.0,-0.05,0.0,2.59,1.12
1502,002245,蔚蓝锂芯,17.83,2.65,0.46,442048.0,784244678.16,2.3,17.88,17.48,17.6,17.37,0.69,4.07,30.07,2.78,20572441875.0,19348480485.0,0.0,0.06,12.78,0.17
1503,001233,海安集团,68.95,2.65,1.78,12785.0,88144117.0,2.83,69.91,68.01,68.5,67.17,0.71,3.61,20.81,3.39,12822861379.0,2439859184.0,-0.01,-0.03,10.16,19.58
1504,603863,松炀资源,20.57,2.64,0.53,91208.0,186081980.0,3.29,20.69,20.03,20.04,20.04,1.38,4.46,-36.4,11.56,4209650500.0,4209650500.0,0.0,0.0,7.58,3.11
1505,601369,陕鼓动力,12.42,2.64,0.32,298312.0,364427266.0,5.45,12.49,11.83,12.03,12.1,1.28,1.75,26.0,2.44,21405553191.0,21191144247.0,-0.08,-0.08,33.26,24.08
1506,002361,神剑股份,12.85,2.64,0.33,784183.0,1003128621.1,3.75,13.08,12.61,12.64,12.52,0.82,9.69,302.3,5.52,12220799352.0,10397230344.0,0.08,0.23,96.18,-10.39
1507,605068,明新旭腾,27.26,2.64,0.7,18617.0,50574101.0,2.52,27.42,26.75,26.85,26.56,1.06,1.15,-83.94,2.94,4421530974.0,4421530974.0,0.04,0.07,-0.69,6.61
1508,300480,光力科技,33.46,2.64,0.86,219564.0,733445382.55,4.48,34.1,32.64,32.85,32.6,0.67,8.87,242.45,9.21,11805678483.0,8282377690.0,0.18,0.09,113.12,100.24
1509,688499,利元亨,54.5,2.64,1.4,31598.0,171640690.0,1.85,54.84,53.86,53.86,53.1,0.7,1.87,180.43,3.97,9195703795.0,9195703795.0,0.0,0.02,5.72,-5.58
1510,002126,银轮股份,53.4,2.63,1.37,240685.0,1286489484.54,3.5,54.2,52.38,52.83,52.03,0.7,3.03,50.42,6.68,45160883242.0,42350389337.0,0.02,-0.02,55.87,41.27
1511,002192,融捷股份,57.06,2.63,1.46,106685.0,609947308.47,3.18,57.82,56.05,56.05,55.6,0.88,4.12,77.17,4.28,14815925883.0,14785400210.0,0.02,-0.11,16.97,10.26
1512,603203,快克智能,40.95,2.63,1.05,78930.0,324796375.0,5.84,42.41,40.08,40.49,39.9,1.73,3.17,39.26,7.12,10387422782.0,10202828372.0,0.0,0.07,35.78,11.85
1513,600791,京能置业,8.19,2.63,0.21,109542.0,88507759.0,3.26,8.2,7.94,8.04,7.98,0.53,2.42,-10.38,9.4,3709087200.0,3704449170.0,0.0,0.0,60.9,75.0
1514,300324,旋极信息,5.46,2.63,0.14,471589.0,255359887.43,1.88,5.46,5.36,5.38,5.32,0.89,2.76,-40.8,3.42,9432644649.0,9336550030.0,0.0,0.0,-10.2,-8.7
1515,301073,君亭酒店,29.3,2.63,0.75,24995.0,72919049.43,2.63,29.45,28.7,28.81,28.55,0.7,1.4,431.48,5.97,5697415648.0,5220659350.0,-0.24,-0.14,11.87,12.43
1516,688584,上海合晶,21.87,2.63,0.56,35513.0,77224810.0,2.16,21.97,21.51,21.6,21.31,0.7,1.04,116.1,3.52,14553574180.0,7489080350.0,0.09,-0.05,0.55,-0.32
1517,300622,博士眼镜,30.55,2.62,0.78,60691.0,184357916.22,1.71,30.56,30.05,30.26,29.77,1.04,3.9,59.44,8.21,6960944588.0,4758853022.0,0.0,0.0,2.62,-1.64
1518,600237,铜峰电子,10.58,2.62,0.27,520691.0,547892913.0,3.78,10.66,10.27,10.27,10.31,1.1,8.34,62.63,3.47,6672849960.0,6608435111.0,-0.09,0.09,29.66,18.08
1519,002518,科士达,57.9,2.62,1.48,115125.0,662180178.05,3.05,58.16,56.44,57.02,56.42,0.92,2.04,56.71,7.24,33710832943.0,32721629971.0,0.05,0.02,31.56,19.33
1520,001225,和泰机电,57.57,2.62,1.47,22004.0,125964879.0,5.33,58.86,55.87,56.78,56.1,0.78,10.46,90.3,2.75,3791951676.0,1211202162.0,0.0,0.0,2.99,0.7
1521,000048,京基智农,19.19,2.62,0.49,168388.0,322390185.26,6.79,19.75,18.48,18.63,18.7,1.88,3.2,25.62,2.41,10176116378.0,10100839765.0,-0.16,0.0,50.63,9.03
1522,000960,锡业股份,39.88,2.62,1.02,445078.0,1770435103.52,2.44,40.2,39.25,40.02,38.86,0.55,2.7,28.2,3.29,65619826246.0,65619826246.0,-0.08,-0.1,49.92,43.61
1523,603185,弘元绿能,24.7,2.62,0.63,234601.0,576158615.0,6.56,25.48,23.9,24.24,24.07,1.62,3.45,53.77,1.39,16871997009.0,16771848389.0,-0.24,-0.4,-18.45,-19.02
1524,605567,春雪食品,11.76,2.62,0.3,33067.0,38616143.0,2.18,11.79,11.54,11.55,11.46,0.66,1.65,52.08,2.15,2352000000.0,2352000000.0,0.51,0.0,4.81,6.91
1525,301563,云汉芯城,150.52,2.62,3.84,10636.0,160016637.84,2.45,152.08,148.48,148.49,146.68,1.13,7.62,90.24,8.17,9801275221.0,2100011389.0,0.01,0.03,-6.07,-1.78
1526,300597,吉大通信,10.2,2.62,0.26,73904.0,74914488.0,2.62,10.21,9.95,10.0,9.94,1.06,2.72,-73.92,2.94,2780214306.0,2767996828.0,-0.1,0.0,10.03,10.39
1527,002585,双星新材,7.48,2.61,0.19,291818.0,218324618.62,3.29,7.59,7.35,7.37,7.29,0.84,3.29,-28.73,0.99,8537093138.0,6631482174.0,-0.13,0.0,18.73,11.14
1528,300053,航宇微,18.9,2.61,0.48,258006.0,487731336.35,2.61,19.15,18.67,18.77,18.42,0.76,3.96,-136.26,7.74,13170924705.0,12300477739.0,-0.05,-0.11,14.75,-0.63
1529,600592,龙溪股份,22.77,2.61,0.58,69701.0,157985310.0,2.25,22.85,22.35,22.35,22.19,0.92,1.74,58.34,3.58,9097834812.0,9097834812.0,0.0,0.04,-16.84,-16.62
1530,301129,瑞纳智能,30.7,2.61,0.78,103237.0,310349875.22,6.58,30.7,28.73,29.47,29.92,1.05,15.58,-67.2,2.48,4172050180.0,2034872750.0,0.33,0.69,28.99,28.72
1531,300085,银之杰,39.36,2.61,1.0,358773.0,1398354691.26,4.74,39.84,38.02,38.77,38.36,1.54,5.5,-351.17,55.53,27813371458.0,25663226170.0,-0.03,0.0,4.85,-1.82
1532,301519,舜禹股份,15.7,2.61,0.4,28794.0,45068663.6,2.81,15.77,15.34,15.38,15.3,1.02,3.82,-98.46,1.82,2537793200.0,1184983075.0,-0.13,-0.13,12.3,16.99
1533,300885,海昌新材,24.39,2.61,0.62,42446.0,103116812.42,2.27,24.48,23.94,24.01,23.77,0.9,2.54,106.54,6.88,6052422402.0,4073563532.0,0.04,-0.08,-4.61,-27.8
1534,301638,南网数字,32.6,2.61,0.83,1150768.0,3739442427.71,7.74,33.86,31.4,32.47,31.77,1.44,48.97,491.62,10.98,103656597498.0,7660353183.0,0.25,0.59,50.44,73.31
1535,002823,凯中精密,16.5,2.61,0.42,63604.0,104516129.38,2.24,16.54,16.18,16.18,16.08,0.97,2.91,22.69,2.67,5418087659.0,3612151901.0,0.0,0.0,6.11,2.74
1536,300293,蓝英装备,19.28,2.61,0.49,36923.0,70947592.0,2.02,19.33,18.95,18.95,18.79,0.9,1.32,-155.8,6.98,6525086684.0,5404876480.0,-0.05,0.0,-11.96,-8.71
1537,002968,新大正,12.97,2.61,0.33,25921.0,33417551.0,2.22,12.97,12.69,12.69,12.64,0.78,1.22,21.2,2.32,2934822846.0,2764635369.0,0.0,0.08,11.04,6.66
1538,300306,远方信息,13.83,2.6,0.35,34466.0,47335053.0,2.0,13.83,13.56,13.6,13.48,0.76,2.19,51.5,2.5,3719699900.0,2179642437.0,0.29,0.29,7.46,0.58
1539,688049,炬芯科技,51.39,2.6,1.3,39080.0,200233884.0,1.86,51.65,50.72,51.01,50.09,0.79,2.23,44.0,4.38,9001865534.0,9001865534.0,-0.04,-0.04,-3.2,-2.3
1540,688389,普门科技,13.41,2.6,0.34,25959.0,34509894.0,2.68,13.42,13.07,13.07,13.07,0.76,0.61,30.88,2.71,5745993639.0,5745993639.0,0.0,0.0,-1.25,3.31
1541,300516,久之洋,66.02,2.6,1.67,44342.0,292918732.5,3.51,66.99,64.73,65.04,64.35,0.73,2.46,409.85,9.15,11883600000.0,11883600000.0,-0.12,-0.14,29.27,-18.19
1542,300076,GQY视讯,7.89,2.6,0.2,101558.0,79770010.42,2.21,7.95,7.78,7.79,7.69,0.84,2.4,-79.49,3.72,3345360000.0,3345360000.0,0.13,0.0,11.76,-4.94
1543,603486,科沃斯,64.79,2.6,1.64,52573.0,339315430.0,2.28,65.04,63.6,63.6,63.15,0.88,0.92,19.84,4.36,37508311416.0,37147424637.0,-0.02,-0.02,-18.89,-19.7
1544,301390,经纬股份,42.17,2.6,1.07,12031.0,50332924.0,3.5,42.65,41.21,42.5,41.1,0.78,3.92,120.97,2.65,2530200000.0,1293603546.0,-0.02,0.0,20.01,26.45
1545,600476,湘邮科技,13.43,2.6,0.34,39658.0,52877994.0,2.29,13.43,13.13,13.13,13.09,0.9,2.46,-58.41,19.04,2163170100.0,2163170100.0,0.15,0.15,-15.27,-16.11
1546,002787,华源控股,13.42,2.6,0.34,80353.0,107844056.0,3.52,13.63,13.17,13.25,13.08,0.88,3.2,39.41,2.41,4498069959.0,3366542730.0,0.0,-0.07,11.37,7.79
1547,603037,凯众股份,15.39,2.6,0.39,51720.0,78939111.0,2.27,15.43,15.09,15.1,15.0,0.88,1.94,52.86,4.25,4107870606.0,4095925503.0,0.07,0.0,18.48,6.43
1548,002848,*ST高斯,12.22,2.6,0.31,41455.0,50683256.0,3.36,12.38,11.98,12.03,11.91,1.22,2.51,-36.45,17.7,2042573000.0,2015398311.0,-0.16,-0.16,51.24,36.08
1549,920168,通宝光电,24.48,2.6,0.62,35640.0,86928180.9,3.06,24.69,23.96,24.18,23.86,0.67,12.65,22.99,2.54,1840244832.0,689712103.0,-0.33,-0.29,51.39,51.39
1550,001206,依依股份,22.97,2.59,0.58,33638.0,76859701.68,2.81,23.08,22.45,22.45,22.39,1.04,3.16,20.33,2.27,4247010770.0,2442066139.0,0.0,0.0,-24.22,-22.11
1551,001202,炬申股份,18.24,2.59,0.46,27728.0,50368136.42,2.53,18.26,17.81,17.99,17.78,0.91,2.37,38.49,3.64,3040445846.0,2130868939.0,0.0,-0.05,18.75,15.01
1552,603007,*ST花王,6.74,2.59,0.17,202660.0,135933988.0,3.81,6.81,6.56,6.61,6.57,0.71,2.92,-26.14,20.66,5962514721.0,4684900055.0,-0.15,0.0,26.93,11.59
1553,301038,深水规院,22.56,2.59,0.57,24690.0,55486004.34,2.41,22.63,22.1,22.1,21.99,0.99,1.11,238.76,5.63,5032684800.0,5032684800.0,-0.04,-0.22,-3.38,-3.8
1554,603929,亚翔集成,135.53,2.59,3.42,24016.0,324166726.0,3.1,136.6,132.51,135.5,132.11,0.63,1.13,49.01,15.49,28916680800.0,28916680800.0,0.0,-0.1,95.85,41.92
1555,301331,恩威医药,28.57,2.59,0.72,7531.0,21361764.86,3.12,28.6,27.73,28.39,27.85,0.67,0.73,60.26,2.71,2939621212.0,2934019492.0,0.32,0.07,0.42,9.51
1556,002611,东方精工,17.05,2.59,0.43,260626.0,441954199.25,1.68,17.05,16.77,16.77,16.62,0.92,2.6,30.5,3.8,20754732097.0,17087470904.0,0.06,0.0,-9.02,-11.29
1557,300883,龙利得,7.13,2.59,0.18,108122.0,76636866.0,2.59,7.14,6.96,7.0,6.95,1.19,3.27,5146.29,1.74,2466980000.0,2357709720.0,0.0,0.14,5.32,5.63
1558,301195,北路智控,34.9,2.59,0.88,10235.0,35482234.36,1.85,34.93,34.3,34.3,34.02,1.0,1.17,33.01,1.91,4609237416.0,3061160212.0,0.0,-0.03,6.53,1.07
1559,300313,*ST天山,7.12,2.59,0.18,26708.0,18997173.0,3.6,7.23,6.98,7.0,6.94,1.05,1.35,-109.45,64.79,1707226437.0,1405151858.0,0.14,-0.14,-21.41,-11.33
1560,603170,宝立食品,13.9,2.58,0.35,36270.0,50406841.0,3.25,14.02,13.58,13.62,13.55,1.24,0.91,21.74,3.94,5560139000.0,5560139000.0,-0.07,-0.29,-5.83,-2.66
1561,300939,秋田微,38.58,2.58,0.97,61672.0,236860488.35,2.69,38.79,37.78,37.96,37.61,0.81,5.14,54.48,3.34,4629600000.0,4629600000.0,-0.18,-0.08,19.04,11.89
1562,688082,盛美上海,159.34,2.58,4.01,21826.0,346754454.0,2.05,160.38,157.2,158.98,155.33,0.79,0.5,54.81,5.68,76509457479.0,69532758925.0,0.02,-0.16,-1.09,-9.49
1563,301210,金杨精密,41.39,2.58,1.04,22009.0,90684153.49,2.13,41.45,40.59,40.68,40.35,1.0,5.06,105.67,2.57,4743887284.0,1798971566.0,-0.02,-0.02,12.47,13.71
1564,002890,弘宇股份,16.33,2.58,0.41,17003.0,27562534.99,2.64,16.35,15.93,16.06,15.92,0.57,1.05,174.85,4.61,2774061363.0,2637037149.0,-0.06,0.0,10.41,11.85
1565,002677,浙江美大,9.14,2.58,0.23,87869.0,79636233.89,2.92,9.15,8.89,8.9,8.91,0.94,1.64,247.49,4.0,5904912054.0,4888718372.0,0.0,0.11,16.28,9.46
1566,002716,湖南白银,15.13,2.58,0.38,1810691.0,2759614973.79,2.92,15.44,15.01,15.28,14.75,0.74,7.79,202.04,12.69,42713331214.0,35175044500.0,0.07,0.07,137.15,118.64
1567,002979,雷赛智能,38.55,2.58,0.97,43100.0,164749009.97,2.32,38.62,37.75,37.99,37.58,0.78,1.95,56.71,7.37,12110129652.0,8518823525.0,0.0,0.03,-3.82,-8.37
1568,002180,纳思达,19.46,2.58,0.49,86254.0,166631069.15,1.95,19.52,19.15,19.15,18.97,0.69,0.63,-58.26,2.88,27669763842.0,26564764287.0,0.0,-0.15,4.91,-3.76
1569,920394,民士达,53.66,2.58,1.35,18205.0,98039271.96,5.51,54.85,51.97,52.02,52.31,0.81,1.25,61.24,9.65,7847775000.0,7789973092.0,0.07,-0.26,52.1,31.13
1570,688529,豪森智能,19.1,2.58,0.48,21777.0,41216436.0,3.22,19.18,18.58,18.67,18.62,1.09,1.29,-3.6,2.83,3212160702.0,3212160702.0,0.0,0.16,3.08,3.58
1571,600886,国投电力,14.38,2.57,0.36,650922.0,925964729.0,4.07,14.39,13.82,13.83,14.02,1.51,0.87,13.25,1.74,115104627488.0,107191105481.0,0.07,0.07,3.6,9.6
1572,688080,映翰通,62.6,2.57,1.57,43925.0,272096541.0,4.36,63.16,60.5,62.23,61.03,1.75,5.96,30.68,3.94,4610873863.0,4610873863.0,0.02,0.0,29.34,23.96
1573,000680,山推股份,12.75,2.57,0.32,171192.0,218730511.98,2.82,12.93,12.58,12.67,12.43,0.83,1.3,17.11,3.28,19126818303.0,16762448001.0,-0.23,-0.08,19.72,6.52
1574,301089,拓新药业,29.14,2.57,0.73,28137.0,82055506.55,3.7,29.47,28.42,28.42,28.41,1.43,3.09,-91.7,2.42,3687506730.0,2651049761.0,0.0,-0.14,-10.81,4.07
1575,003041,真爱美家,53.98,2.57,1.35,23498.0,125690954.95,2.74,54.1,52.66,53.93,52.63,0.81,1.72,25.31,5.31,7773120000.0,7385727132.0,-0.02,0.0,16.64,-0.64
1576,301021,英诺激光,56.22,2.57,1.41,83694.0,474285014.3,5.38,58.2,55.25,55.25,54.81,0.69,5.48,291.76,8.56,8593383741.0,8587001759.0,0.02,-0.04,51.09,15.56
1577,300475,香农芯创,161.85,2.57,4.05,365647.0,5932588489.66,4.27,165.32,158.58,160.2,157.8,1.07,8.21,157.04,22.18,75241761389.0,72084715289.0,0.04,0.04,32.5,12.13
1578,301339,通行宝,14.37,2.57,0.36,62545.0,89814437.14,3.93,14.61,14.06,14.2,14.01,1.14,3.72,37.69,3.03,8339389808.0,2415034688.0,0.0,-0.07,2.42,-1.17
1579,603072,天和磁材,41.96,2.57,1.05,24285.0,101187597.0,2.35,42.06,41.1,41.13,40.91,0.68,1.92,69.42,5.18,11089188800.0,5296610800.0,0.05,0.05,-0.17,3.12
1580,300707,威唐工业,17.54,2.57,0.44,53421.0,93769880.0,2.11,17.71,17.35,17.38,17.1,0.66,3.73,71.53,2.7,3096528894.0,2513216813.0,0.0,-0.06,12.36,6.63
1581,300534,陇神戎发,9.99,2.57,0.25,78787.0,78289730.0,2.05,10.01,9.81,9.82,9.74,0.91,2.61,84.09,4.39,3030416550.0,3017494365.0,0.1,0.1,-5.58,5.38
1582,920076,国亮新材,23.15,2.57,0.58,7362.0,16875980.73,2.48,23.15,22.59,22.62,22.57,0.78,3.73,23.98,1.89,1936138467.0,457476804.0,0.43,0.52,115.15,115.15
1583,301487,盟固利,23.98,2.57,0.6,123624.0,294848050.6,2.35,24.09,23.54,23.68,23.38,0.93,4.53,1021.7,5.85,11021602183.0,6541600216.0,0.0,-0.08,6.15,9.35
1584,688006,杭可科技,27.2,2.56,0.68,67176.0,182282756.0,3.39,27.45,26.55,26.98,26.52,0.9,1.11,41.65,3.03,16419882534.0,16419882534.0,-0.11,-0.11,-2.3,-7.14
1585,920116,星图测控,103.82,2.56,2.59,20694.0,213406703.48,3.09,104.98,101.85,102.36,101.23,0.66,1.35,164.52,28.29,16587840500.0,15933774500.0,-0.13,-0.3,26.15,22.86
1586,601608,中信重工,7.22,2.56,0.18,450206.0,324476735.0,2.27,7.3,7.14,7.17,7.04,0.67,0.98,87.03,3.58,33064375815.0,33064375815.0,0.0,0.14,9.23,9.56
1587,002972,科安达,12.82,2.56,0.32,45393.0,57346290.0,3.84,12.85,12.37,12.53,12.5,1.35,3.37,39.39,2.63,3153832816.0,1726170566.0,0.0,-0.08,5.43,7.28
1588,300333,兆日科技,10.4,2.56,0.26,58274.0,60153333.49,2.37,10.41,10.17,10.25,10.14,0.9,1.74,-405.79,6.03,3494400000.0,3481712697.0,-0.1,0.0,-1.14,-9.57
1589,920035,精创电气,37.62,2.56,0.94,5966.0,22459189.09,4.66,38.14,36.43,36.6,36.68,1.7,4.58,36.78,3.73,2176317000.0,489586680.0,-0.13,-0.16,-4.03,-6.77
1590,000978,桂林旅游,7.25,2.55,0.18,113501.0,81885204.66,2.69,7.29,7.1,7.1,7.07,1.34,2.42,71.17,3.06,3393942500.0,3393860938.0,0.14,0.28,8.53,0.14
1591,603197,保隆科技,34.94,2.55,0.87,22596.0,78561335.0,1.73,34.95,34.36,34.51,34.07,0.72,1.06,28.28,2.33,7465274949.0,7465274949.0,0.03,0.03,0.11,-5.54
1592,300632,光莆股份,14.87,2.55,0.37,93027.0,138032918.52,2.21,14.96,14.64,14.64,14.5,0.9,4.21,76.99,2.54,4538050689.0,3289400997.0,0.0,0.0,-2.75,8.07
1593,603385,惠达卫浴,7.24,2.55,0.18,34971.0,25250368.0,3.12,7.28,7.06,7.1,7.06,0.74,0.92,135.63,0.73,2756014368.0,2756014368.0,-0.55,-0.41,2.26,5.85
1594,002816,*ST和科,24.95,2.55,0.62,41511.0,103007445.0,2.55,25.06,24.44,24.6,24.33,1.48,4.15,277.89,10.78,2495000000.0,2495000000.0,0.12,0.0,23.21,11.04
1595,300007,汉威科技,49.51,2.55,1.23,109853.0,540976728.08,1.76,49.59,48.74,49.09,48.28,0.94,3.88,143.31,5.58,16211832597.0,14025937381.0,0.0,0.02,0.26,-7.63
1596,002608,江苏国信,8.43,2.55,0.21,394615.0,329961863.41,3.77,8.52,8.21,8.24,8.22,1.58,1.04,7.4,0.91,31849211905.0,31849211905.0,0.0,-0.12,6.71,14.07
1597,603725,天安新材,10.07,2.55,0.25,56006.0,56243714.0,2.34,10.12,9.89,9.91,9.82,0.72,1.95,23.61,3.71,3069916838.0,2886642838.0,0.0,-0.1,9.81,8.86
1598,002883,中设股份,10.46,2.55,0.26,36267.0,37690240.96,2.75,10.49,10.21,10.24,10.2,0.81,2.37,-46.49,2.52,1633403956.0,1603780013.0,-0.19,-0.19,-8.08,-4.39
1599,603280,南方路机,37.45,2.55,0.93,17568.0,65779254.0,3.97,38.06,36.61,36.61,36.52,0.65,6.29,39.55,2.99,4059829679.0,1046415429.0,-0.05,-0.08,-5.67,0.13
1600,688598,金博股份,26.16,2.55,0.65,40588.0,105301988.0,2.08,26.18,25.65,25.66,25.51,0.84,1.99,-3.93,1.4,5430112715.0,5325538115.0,0.11,0.04,-6.74,-10.9
1601,301587,中瑞股份,24.89,2.55,0.62,22728.0,56382936.51,2.97,25.05,24.33,24.33,24.27,0.97,3.09,109.43,1.84,3666994916.0,1828246166.0,-0.04,0.04,11.02,6.37
1602,300522,世名科技,12.13,2.54,0.3,30706.0,37065675.2,2.11,12.13,11.88,11.9,11.83,0.73,1.17,158.73,4.86,3911336780.0,3191471183.0,0.08,0.0,-4.94,-3.58
1603,601601,中国太保,39.17,2.54,0.97,345299.0,1342168202.0,1.78,39.19,38.51,38.51,38.2,0.82,0.5,6.18,1.33,376828774792.0,268120273792.0,0.0,0.0,11.28,-6.54
1604,603270,金帝股份,25.8,2.54,0.64,23636.0,60826463.0,1.87,25.96,25.49,25.5,25.16,0.81,3.34,39.06,2.52,5652952009.0,1824490009.0,0.0,0.04,6.44,-4.55
1605,300200,高盟新材,11.71,2.54,0.29,103796.0,121276602.0,2.1,11.78,11.54,11.54,11.42,0.8,2.45,33.07,3.07,5046696242.0,4963635034.0,-0.09,0.09,-1.26,0.0
1606,002943,宇晶股份,58.93,2.54,1.46,95766.0,560889089.57,3.83,59.67,57.47,58.45,57.47,0.94,6.58,401.92,13.56,12111384116.0,8581018111.0,0.46,0.46,82.45,48.81
1607,301505,苏州规划,25.42,2.54,0.63,32568.0,82640893.24,2.42,25.55,24.95,25.15,24.79,0.81,4.35,250.57,3.03,2908047771.0,1904512868.0,0.0,-0.08,18.9,14.14
1608,600288,大恒科技,15.82,2.53,0.39,68115.0,107561009.0,2.66,15.94,15.53,15.61,15.43,0.75,1.56,75.4,3.63,6910176000.0,6910176000.0,0.0,-0.06,6.96,5.61
1609,301130,西点药业,32.37,2.53,0.8,12427.0,40066160.56,2.09,32.45,31.79,31.79,31.57,0.94,2.11,56.03,2.7,2476132953.0,1910391943.0,0.0,0.0,4.93,13.42
1610,603358,华达科技,50.7,2.53,1.25,85954.0,432987837.0,3.52,51.08,49.34,49.5,49.45,1.41,1.91,45.41,6.21,23815973953.0,22776781580.0,0.0,-0.1,20.0,0.7
1611,300768,迪普科技,18.27,2.53,0.45,87003.0,159574806.25,4.26,18.76,18.0,18.02,17.82,1.4,2.07,94.25,3.46,11762756543.0,7685599043.0,-0.05,-0.05,-2.35,-1.4
1612,600006,东风股份,6.88,2.53,0.17,234255.0,160250014.0,3.28,6.94,6.72,6.73,6.71,1.15,1.17,101.64,1.64,13760000000.0,13760000000.0,-0.15,-0.15,-5.1,-4.18
1613,688230,芯导科技,66.1,2.53,1.63,10184.0,66937828.0,1.92,66.18,64.94,64.94,64.47,0.94,0.87,73.23,3.42,7773360000.0,7773360000.0,0.0,-0.03,-4.76,-8.8
1614,301007,德迈仕,36.12,2.53,0.89,19625.0,70488457.17,2.16,36.21,35.45,35.8,35.23,0.6,1.28,108.4,8.08,5538640800.0,5526125220.0,-0.03,-0.06,-3.71,-10.86
1615,300583,赛托生物,14.97,2.53,0.37,21549.0,32021656.6,3.36,15.02,14.53,14.6,14.6,0.66,1.16,-30.77,1.61,2839840826.0,2786649422.0,-0.07,0.0,1.63,9.35
1616,300623,捷捷微电,31.38,2.52,0.77,154171.0,482809375.25,2.32,31.68,30.97,31.13,30.61,0.68,2.01,56.45,4.43,26110667858.0,24081112698.0,-0.03,0.0,17.79,15.5
1617,301275,汉朔科技,51.18,2.52,1.26,20225.0,103070947.87,2.4,51.45,50.25,50.25,49.92,1.08,5.99,51.57,5.41,21618432000.0,1729474560.0,0.02,0.0,-2.31,-4.19
1618,300855,图南股份,46.4,2.52,1.14,74374.0,342877465.52,4.44,46.9,44.89,44.89,45.26,0.74,2.54,111.58,9.31,18352661600.0,13593164803.0,0.0,0.06,72.17,43.65
1619,600860,京城股份,15.86,2.52,0.39,423738.0,680471433.0,8.53,16.58,15.26,15.4,15.47,0.72,9.54,-235.87,11.25,8683127770.0,7042486898.0,-0.19,-0.25,24.0,26.48
1620,301152,天力锂能,29.31,2.52,0.72,22753.0,66626785.8,2.31,29.59,28.93,28.93,28.59,0.85,3.2,-29.93,2.65,3480269605.0,2080991886.0,-0.03,-0.03,-8.66,-4.09
1621,002769,普路通,11.38,2.52,0.28,92990.0,105064352.23,2.88,11.45,11.13,11.18,11.1,0.95,2.49,88.53,3.59,4248359455.0,4244856417.0,0.0,-0.18,-12.06,-3.15
1622,000026,飞亚达,15.54,2.51,0.38,39331.0,60877560.04,3.89,15.77,15.18,15.28,15.16,0.95,1.08,37.83,1.87,6305572669.0,5665308756.0,-0.06,0.0,3.12,-5.13
1623,688597,煜邦电力,10.61,2.51,0.26,140180.0,147513205.0,3.67,10.63,10.25,10.4,10.35,1.1,4.17,46.84,3.66,3565596642.0,3565596642.0,0.0,0.0,22.66,29.23
1624,688152,麒麟信安,39.22,2.51,0.96,27452.0,108795443.0,4.16,40.47,38.88,39.39,38.26,1.9,2.67,-68.14,3.28,4033006680.0,4033006680.0,-0.08,-0.15,-6.15,-2.8
1625,300698,万马科技,38.44,2.51,0.94,28988.0,111198659.0,1.81,38.68,38.0,38.5,37.5,0.98,2.45,118.2,10.01,5150960000.0,4556906049.0,-0.16,0.05,-0.41,-8.76
1626,301219,腾远钴业,69.76,2.51,1.71,55355.0,384355260.46,2.2,70.1,68.6,69.02,68.05,0.69,1.92,20.53,2.2,20559470616.0,20157667247.0,0.07,0.07,11.38,2.17
1627,300314,戴维医疗,14.31,2.51,0.35,32343.0,45991261.0,2.29,14.33,14.01,14.08,13.96,0.69,2.25,42.56,3.38,4121280000.0,2056940121.0,0.07,0.0,10.16,13.75
1628,001395,亚联机械,43.23,2.51,1.06,6350.0,27288366.0,2.02,43.25,42.4,42.4,42.17,0.8,1.35,20.29,3.15,3771385200.0,2027054700.0,-0.05,-0.02,-1.46,-0.41
