序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2554,603895,天永智能,29.9,1.7,0.5,21535.0,64561295.0,3.13,30.57,29.65,29.96,29.4,0.64,1.99,199.63,16.68,3231592000.0,3231592000.0,0.0,0.03,7.94,2.54
2555,301600,慧翰股份,121.34,1.7,2.03,7938.0,96675240.16,2.27,122.89,120.18,120.18,119.31,0.78,2.46,70.0,10.08,12682881490.0,3914246390.0,-0.04,-0.14,-6.63,-6.52
2556,000736,*ST中地,5.38,1.7,0.09,59854.0,31997191.91,1.51,5.38,5.3,5.3,5.29,0.76,0.8,-1.82,3.22,4019389397.0,4019389397.0,0.37,0.37,-4.27,0.19
2557,003003,天元股份,14.32,1.7,0.24,51488.0,73327562.0,2.06,14.35,14.06,14.15,14.08,0.89,4.37,38.23,1.96,2530630400.0,1686843374.0,0.0,-0.07,7.91,8.32
2558,301680,C固德电,122.04,1.7,2.04,82389.0,1031985623.39,11.2,132.99,119.55,123.58,120.0,0.78,49.03,56.4,9.82,10104912000.0,2050574659.0,0.03,-0.26,110.41,110.41
2559,300587,天铁科技,6.62,1.69,0.11,256489.0,170402166.18,4.3,6.79,6.51,6.55,6.51,0.88,2.44,-111.14,3.59,8594539436.0,6963826323.0,0.0,0.0,-11.73,7.99
2560,300947,德必集团,18.69,1.69,0.31,24452.0,45505403.1,1.9,18.8,18.45,18.52,18.38,0.72,1.62,210.88,2.26,2824763538.0,2823642792.0,0.0,0.0,0.21,-7.2
2561,603180,金牌家居,20.42,1.69,0.34,10467.0,21320476.0,1.74,20.45,20.1,20.1,20.08,0.86,0.68,36.51,1.13,3149930799.0,3149930799.0,-0.15,-0.05,-2.53,0.15
2562,301632,广东建科,23.46,1.69,0.39,18137.0,42544270.84,2.21,23.67,23.16,23.16,23.07,0.96,2.48,86.79,3.55,9819417600.0,1718726520.0,-0.13,-0.13,-5.59,-2.98
2563,000530,冰山冷热,6.63,1.69,0.11,134931.0,89282168.5,2.15,6.69,6.55,6.57,6.52,0.59,2.25,46.44,1.76,5590498921.0,3978274900.0,0.0,0.0,-9.67,-9.43
2564,003027,同兴科技,22.91,1.69,0.38,25608.0,58566409.0,2.31,23.05,22.53,22.7,22.53,0.82,2.44,36.24,1.75,2994868512.0,2402364777.0,-0.17,-0.13,13.25,2.74
2565,600855,航天长峰,19.29,1.69,0.32,128153.0,246828829.0,2.79,19.45,18.92,18.95,18.97,0.62,2.74,-87.68,5.9,9038189223.0,9020770353.0,0.05,0.0,9.6,-8.32
2566,603097,江苏华辰,41.55,1.69,0.69,99480.0,413435921.0,5.97,42.61,40.17,40.86,40.86,1.29,6.22,71.28,6.34,6862114671.0,6648132171.0,0.22,0.51,58.17,46.3
2567,603418,友升股份,54.76,1.69,0.91,8125.0,44249057.0,1.56,54.84,54.0,54.0,53.85,0.92,2.01,22.08,2.4,10572427993.0,2213531172.0,-0.04,-0.04,-2.86,-9.49
2568,002524,光正眼科,4.82,1.69,0.08,173507.0,83176950.0,1.69,4.83,4.75,4.78,4.74,0.8,3.4,10742.38,20.49,2483898187.0,2462332302.0,0.0,0.0,5.93,16.99
2569,300340,科恒股份,12.02,1.69,0.2,43466.0,52115770.28,1.18,12.04,11.9,11.9,11.82,0.78,1.59,-18.05,-39.36,3311686874.0,3287026005.0,0.17,0.08,-6.24,-2.44
2570,300550,和仁科技,13.27,1.69,0.22,36177.0,47746439.48,1.92,13.33,13.08,13.19,13.05,0.66,1.38,201.89,3.12,3484173071.0,3480938110.0,0.0,-0.08,-0.23,-8.55
2571,688581,安杰思,58.5,1.69,0.97,3904.0,22780991.0,1.76,58.64,57.63,57.74,57.53,1.08,0.94,21.3,1.89,4745641622.0,2431242509.0,-0.02,0.0,-0.2,-0.22
2572,920300,辰光医疗,13.89,1.68,0.23,8072.0,11216292.02,1.68,13.99,13.76,13.86,13.66,0.44,1.21,-19.63,7.12,1192416580.0,924124702.0,0.14,0.07,2.21,-9.63
2573,002022,科华生物,6.04,1.68,0.1,63206.0,37965299.64,2.19,6.07,5.94,5.97,5.94,0.8,1.23,-10.02,1.0,3106671330.0,3106082430.0,0.0,0.0,-7.79,1.68
2574,001356,富岭股份,12.13,1.68,0.2,25596.0,30946530.6,1.42,12.15,11.98,12.0,11.93,0.85,1.28,69.01,3.5,7148451600.0,2433845078.0,-0.08,-0.08,-8.04,-6.11
2575,688758,赛分科技,19.33,1.68,0.32,28328.0,54763504.0,3.68,19.6,18.9,19.01,19.01,0.72,0.95,63.69,5.95,8050250744.0,5763890380.0,0.05,-0.15,0.31,9.02
2576,603799,华友钴业,68.32,1.68,1.13,368372.0,2519427709.0,2.31,69.25,67.7,68.32,67.19,0.72,1.96,23.05,2.72,129584422595.0,128720271609.0,0.0,0.04,7.29,0.09
2577,301238,瑞泰新材,19.92,1.68,0.33,56498.0,112647304.7,1.84,20.1,19.74,19.78,19.59,0.72,0.77,92.98,2.02,14607999336.0,14607999336.0,0.0,0.0,-3.11,-2.35
2578,002322,理工能科,14.54,1.68,0.24,107054.0,154945112.47,2.94,14.66,14.24,14.37,14.3,1.22,3.05,28.96,1.99,5314776684.0,5109351333.0,0.0,-0.07,19.97,21.07
2579,603501,豪威集团,114.08,1.68,1.88,82323.0,937810540.0,1.13,114.52,113.25,113.6,112.2,0.63,0.68,33.61,5.01,143860638416.0,138072093728.0,-0.02,-0.02,-4.54,-9.39
